"taxon"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"
"Bacteria.Patescibacteria.Parcubacteria.Candidatus Yonathbacteria.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Candidatus Yonathbacteria"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Aquaspirillaceae.Aquaspirillum"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Aquaspirillaceae"	"Aquaspirillum"
"Bacteria.Dependentiae.Babeliae.Babeliales.Babeliaceae.Incertae Sedis"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"Babeliaceae"	"Incertae Sedis"
"Archaea.Methanobacteriota.Methanobacteria.Methanobacteriales.Methanobacteriaceae.NA"	"Archaea"	"Methanobacteriota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"NA"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Clostridiisalibacteraceae.Clostridiisalibacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Clostridiisalibacteraceae"	"Clostridiisalibacter"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Candidatus Vestibaculum"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Candidatus Vestibaculum"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Dermatophilaceae.Dermatophilus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	"Dermatophilus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pectobacteriaceae.Sodalis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Pectobacteriaceae"	"Sodalis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Succinivibrionaceae.Succinivibrionaceae UCG-001"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Succinivibrionaceae"	"Succinivibrionaceae UCG-001"
"Bacteria.Bacillota.Clostridia.Clostridiales.Oxobacteraceae.Oxobacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Clostridiales"	"Oxobacteraceae"	"Oxobacter"
"Bacteria.Deinococcota.Deinococci.Deinococcales.Deinococcaceae.Incertae Sedis"	"Bacteria"	"Deinococcota"	"Deinococci"	"Deinococcales"	"Deinococcaceae"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Falsarthrobacter"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Falsarthrobacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Alphaproteobacteria Incertae Sedis.Neomegalonemataceae.Neomegalonema"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Alphaproteobacteria Incertae Sedis"	"Neomegalonemataceae"	"Neomegalonema"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae.Azotobacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Azotobacter"
"Bacteria.Bacillota.Bacilli.Bacillales.Planococcaceae.Metasolibacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Metasolibacillus"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Lunatibacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Lunatibacter"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Galbibacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Galbibacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Tistrellales.Geminicoccaceae.Geminicoccus"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Tistrellales"	"Geminicoccaceae"	"Geminicoccus"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.D05-2.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"D05-2"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pasteurellaceae.Seminibacterium"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Pasteurellaceae"	"Seminibacterium"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Dermatophilaceae.Piscicoccus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	"Piscicoccus"
"Bacteria.Actinomycetota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Micropruina"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Micropruina"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.Daejeonia"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Daejeonia"
"Bacteria.Rhodothermota.Rhodothermia.Rhodothermales.Rhodothermaceae.Rubrivirga"	"Bacteria"	"Rhodothermota"	"Rhodothermia"	"Rhodothermales"	"Rhodothermaceae"	"Rubrivirga"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Brooklawnia"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Brooklawnia"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Lysobacterales.Rhodanobacteraceae.Pseudofulvimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Lysobacterales"	"Rhodanobacteraceae"	"Pseudofulvimonas"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.DSSF69"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"DSSF69"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.Desertibacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Desertibacillus"
"Bacteria.Chlamydiota.Chlamydiia.Chlamydiales.Parachlamydiaceae.NA"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Parachlamydiaceae"	"NA"
"Bacteria.Actinomycetota.Actinobacteria.Pseudonocardiales.Pseudonocardiaceae.Bounagaea"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Bounagaea"
"Bacteria.Verrucomicrobiota.Lentisphaeria.NA.NA.NA"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"NA"	"NA"	"NA"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Mobilisporobacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Mobilisporobacter"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Ethanoligenenaceae.Ethanoligenens"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Ethanoligenenaceae"	"Ethanoligenens"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Alcaligenaceae.Kerstersia"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Kerstersia"
"Bacteria.Dependentiae.Babeliae.Babeliales.Babeliaceae.Candidatus Babela"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"Babeliaceae"	"Candidatus Babela"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Spirosomataceae.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomataceae"	"Incertae Sedis"
"Bacteria.Chlamydiota.Chlamydiia.Chlamydiales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Azospirillales.Azospirillaceae.Rhodocista"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Azospirillales"	"Azospirillaceae"	"Rhodocista"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Crenalkalicoccus"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Crenalkalicoccus"
"Bacteria.Bacillota.Desulfotomaculia.Desulfotomaculales.Desulfotomaculaceae.Desulfotomaculum"	"Bacteria"	"Bacillota"	"Desulfotomaculia"	"Desulfotomaculales"	"Desulfotomaculaceae"	"Desulfotomaculum"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Hymenobacteraceae.Rufibacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"	"Rufibacter"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Dermacoccaceae.Yimella"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	"Yimella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Aeromonadaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"NA"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.Algoriella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Algoriella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Cardiobacteriales.Wohlfahrtiimonadaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Cardiobacteriales"	"Wohlfahrtiimonadaceae"	"Incertae Sedis"
"Bacteria.Acidobacteriota.Blastocatellia.Blastocatellales.Blastocatellaceae.Stenotrophobacter"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"Stenotrophobacter"
"Bacteria.Actinomycetota.Actinobacteria.Frankiales.Nakamurellaceae.Vallicoccus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Frankiales"	"Nakamurellaceae"	"Vallicoccus"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Sinomonas"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Sinomonas"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rickettsiales.Midichloriaceae.Candidatus Jidaibacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Midichloriaceae"	"Candidatus Jidaibacter"
"Bacteria.Actinomycetota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Mariniluteicoccus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Mariniluteicoccus"
"Bacteria.Actinomycetota.Actinobacteria.Pseudonocardiales.Pseudonocardiaceae.Actinophytocola"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Actinophytocola"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Yaniella"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Yaniella"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Microscillaceae.Flexibacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	"Flexibacter"
"Bacteria.Actinomycetota.Acidimicrobiia.Microtrichales.NA.NA"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Microtrichales"	"NA"	"NA"
"Bacteria.Actinomycetota.Actinobacteria.Pseudonocardiales.Pseudonocardiaceae.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Incertae Sedis"
"Bacteria.Chloroflexota.Chloroflexia.Chloroflexales.Chloroflexaceae.Chloronema"	"Bacteria"	"Chloroflexota"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	"Chloronema"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Roseicella"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseicella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pasteurellaceae.Muribacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Pasteurellaceae"	"Muribacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Aeromonadaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Erwiniaceae.Rosenbergiella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Rosenbergiella"
"Bacteria.Patescibacteria.Microgenomatia.Candidatus Pacebacteria.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Pacebacteria"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Salinisphaerales.Nevskiaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Salinisphaerales"	"Nevskiaceae"	"NA"
"Bacteria.Bacillota.Bacilli.Mycoplasmatales.Mycoplasmataceae.Mesomycoplasma"	"Bacteria"	"Bacillota"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mesomycoplasma"
"Bacteria.Bacteroidota.Bacteroidia.Sphingobacteriales.ST-12K33.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"ST-12K33"	"Incertae Sedis"
"Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Leptotrichiaceae.Hypnocyclicus"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Hypnocyclicus"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Sinirhodobacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Sinirhodobacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Alcaligenaceae.Parapusillimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Parapusillimonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Aquaspirillaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Aquaspirillaceae"	"NA"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Intrasporangiaceae.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Neomicrococcus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Neomicrococcus"
"Archaea.Methanobacteriota.Methanobacteria.Methanobacteriales.Methanobacteriaceae.Incertae Sedis"	"Archaea"	"Methanobacteriota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Incertae Sedis"
"Bacteria.Patescibacteria.Dojkabacteria.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Patescibacteria"	"Dojkabacteria"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacillota.Thermaerobacteria.Thermaerobacterales.Thermaerobacteraceae.Thermaerobacter"	"Bacteria"	"Bacillota"	"Thermaerobacteria"	"Thermaerobacterales"	"Thermaerobacteraceae"	"Thermaerobacter"
"Bacteria.Actinomycetota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Raineyella"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Raineyella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Beggiatoales.Leucotrichaceae.Thiothrix"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Beggiatoales"	"Leucotrichaceae"	"Thiothrix"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Halomonadaceae.Kushneria"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Halomonadaceae"	"Kushneria"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Dermacoccaceae.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Aestuariimicrobium"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Aestuariimicrobium"
"Bacteria.Actinomycetota.Actinobacteria.Frankiales.Geodermatophilaceae.Cumulibacter"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Cumulibacter"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Ilyomonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ilyomonas"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Leptolyngbyales.Leptolyngbyaceae.Leptolyngbya"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Leptolyngbyales"	"Leptolyngbyaceae"	"Leptolyngbya"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Acaricomes"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Acaricomes"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Microbacteriaceae.Agrococcus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agrococcus"
"Bacteria.Gemmatimonadota.Gemmatimonadia.Gemmatimonadales.Gemmatimonadaceae.NA"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadia"	"Gemmatimonadales"	"Gemmatimonadaceae"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Craurococcus"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Craurococcus"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Edaphocola"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Edaphocola"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Spirosomataceae.Fibrisoma"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomataceae"	"Fibrisoma"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Blattabacteriaceae.Candidatus Uzinura"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Blattabacteriaceae"	"Candidatus Uzinura"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Erwiniaceae.Duffyella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Duffyella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Morganellaceae.Wigglesworthia"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Wigglesworthia"
"Bacteria.Bacillota.Bacilli.Staphylococcales.Staphylococcaceae.Corticicoccus"	"Bacteria"	"Bacillota"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Corticicoccus"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Lacibacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Lacibacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Chachezhania"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Chachezhania"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.Lacisediminimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Lacisediminimonas"
"Bacteria.Verrucomicrobiota.Verrucomicrobiia.Verrucomicrobiales.Rubritaleaceae.Incertae Sedis"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Verrucomicrobiales"	"Rubritaleaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Beijerinckiaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Beijerinckiaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Rickettsiellales.Rickettsiellaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Rickettsiellales"	"Rickettsiellaceae"	"NA"
"Bacteria.Patescibacteria.ABY1.Candidatus Komeilibacteria.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Komeilibacteria"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Microbacteriaceae.Candidatus Aquiluna"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Candidatus Aquiluna"
"Bacteria.Patescibacteria.Saccharimonadia.Saccharimonadales.YM_S32_TM7_50_20.Incertae Sedis"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"YM_S32_TM7_50_20"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Chromobacteriaceae.Paludibacterium"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Chromobacteriaceae"	"Paludibacterium"
"Bacteria.Actinomycetota.MB-A2-108.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"MB-A2-108"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Anaerotaenia"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Anaerotaenia"
"Bacteria.Gemmatimonadota.S0134 terrestrial group.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Gemmatimonadota"	"S0134 terrestrial group"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Auritidibacter"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Auritidibacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Alteromonadaceae.Aestuariibacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Aestuariibacter"
"Bacteria.Thermotogota.Thermotogae.Thermotogales.Fervidobacteriaceae.Fervidobacterium"	"Bacteria"	"Thermotogota"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"Fervidobacterium"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Methylococcales.Methylomonadaceae.Methylomonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"Methylomonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Piscirickettsiales.Piscirickettsiaceae.Candidatus Endoecteinascidia"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Piscirickettsiales"	"Piscirickettsiaceae"	"Candidatus Endoecteinascidia"
"Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Leptotrichiaceae.Caviibacter"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Caviibacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.AT-s3-44.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"AT-s3-44"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Saprospiraceae.Haliscomenobacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Haliscomenobacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Pelagibacterales.Clade III.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Pelagibacterales"	"Clade III"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Nitrosomonadaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Ga0077536.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Ga0077536"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Dependentiae.Babeliae.Babeliales.NA.NA"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Defluviicoccales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Defluviicoccales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Rhodocyclaceae.Rugosibacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Rugosibacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Gammaproteobacteria Incertae Sedis.Unknown Family.Candidatus Berkiella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Candidatus Berkiella"
